filepath,is_related
/Users/yashaga/Carnot/data/enron-eval-medium/allen-p-inbox-42.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/allen-p-inbox-45.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/allen-p-inbox-69.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/allen-p-inbox-78.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/allen-p-inbox-83.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/allen-p-inbox-84.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/allen-p-inbox-87.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/allen-p-inbox-9.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-149.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-165.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-166.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-174.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-3.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-42.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-50.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-53.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-84.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-95.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arnold-j-inbox-96.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arora-h-inbox-41.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arora-h-inbox-42.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arora-h-inbox-84.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arora-h-inbox-87.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arora-h-inbox-9.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arora-h-inbox-receipts-1.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arora-h-inbox-receipts-2.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/arora-h-inbox-receipts-3.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/bass-e-inbox-143.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/bass-e-inbox-185.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/bass-e-inbox-19.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/bass-e-inbox-208.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/bass-e-inbox-227.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/bass-e-inbox-35.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/bass-e-inbox-36.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/bass-e-inbox-9.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/bass-e-notes-inbox-48-short.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/baughman-d-inbox-149.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/baughman-d-inbox-165.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/baughman-d-inbox-19.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/baughman-d-inbox-202.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/baughman-d-inbox-3.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/baughman-d-inbox-36.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/beck-s-inbox-149.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/beck-s-inbox-166.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/beck-s-inbox-202.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/beck-s-inbox-412.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/beck-s-inbox-601.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/beck-s-inbox-759.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/beck-s-inbox-983.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/beck-s-notes-inbox-166.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/beck-s-sent-13.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/benson-r-inbox-143.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/benson-r-inbox-185.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/benson-r-inbox-208.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/benson-r-inbox-227.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/benson-r-inbox-50.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/benson-r-inbox-53.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/blair-l-inbox-100.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/blair-l-inbox-248.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/blair-l-inbox-264.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/blair-l-inbox-267.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/blair-l-inbox-3.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/blair-l-inbox-50.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/blair-l-inbox-53.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/blair-l-inbox-96.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/brawner-s-inbox-10.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/brawner-s-inbox-100.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/brawner-s-inbox-13.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/brawner-s-inbox-3.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/buy-r-inbox-100.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/buy-r-inbox-1083.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/buy-r-inbox-264.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/buy-r-inbox-313.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/buy-r-inbox-474.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/buy-r-inbox-503.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/buy-r-inbox-667.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/buy-r-inbox-710.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/campbell-l-inbox-1256.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/campbell-l-inbox-149.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/campbell-l-inbox-166.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/campbell-l-inbox-412.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/campbell-l-inbox-565.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/campbell-l-inbox-759.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/carson-m-inbox-109.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/carson-m-inbox-125.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/carson-m-inbox-126.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/carson-m-inbox-59.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/carson-m-inbox-75.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/carson-m-inbox-76.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cash-m-inbox-143.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cash-m-inbox-185.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cash-m-inbox-208.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cash-m-inbox-227.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cash-m-inbox-350.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cash-m-inbox-50.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cash-m-inbox-96.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/causholli-m-inbox-109.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/causholli-m-inbox-125.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/causholli-m-inbox-3.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/corman-s-inbox-48.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/corman-s-inbox-59.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/corman-s-inbox-67.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/corman-s-inbox-9.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/corman-s-inbox-measurement-9.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/corman-s-inbox-vacation_schedules-1.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/corman-s-inbox-vacation_schedules-2.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/corman-s-inbox-vacation_schedules-3.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/crandell-s-inbox-109.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/crandell-s-inbox-125.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/crandell-s-inbox-241.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/crandell-s-inbox-75.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cuilla-m-inbox-19.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cuilla-m-inbox-20.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cuilla-m-inbox-23.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cuilla-m-inbox-24.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cuilla-m-inbox-27.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cuilla-m-inbox-35.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cuilla-m-inbox-36.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/cuilla-m-inbox-9.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/dasovich-j-inbox-838.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/dasovich-j-inbox-96.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/dasovich-j-inbox-960.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/davis-d-inbox-100.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/davis-d-inbox-wells-18.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
/Users/yashaga/Carnot/data/enron-eval-medium/davis-d-inbox-wells-19.txt,Error reading file: Forbidden function evaluation: 'open' is not among the explicitly allowed tools or defined/imported in the preceding code
